Force (N),Flex Raw ADC 1,Flex Voltage 1(V),Flex Resistance 1(Ohms),Flex Raw ADC 2,Flex Voltage 2(V),Flex Resistance 2(Ohms),Flex Raw ADC 3,Flex Voltage 3(V),Flex Resistance 3(Ohms),Load Cell Voltage (V),Load Cell Raw ADC,Location
0.063,54.0,0.264,1004888.875,123.0,0.601,409756.093,390.0,1.906,90892.304,0.078,16.0,"(1,5)"
0.053,53.0,0.259,1024905.687,128.0,0.626,391562.5,395.0,1.931,89032.921,0.068,14.0,"(1,5)"
0.058,136.0,0.665,365235.281,158.0,0.772,306582.281,382.0,1.867,93968.585,0.073,15.0,"(1,5)"
0.063,0.0,0.0,0.0,115.0,0.562,442156.5,397.0,1.94,88302.257,0.078,16.0,"(1,5)"
0.058,39.0,0.191,1412923.125,119.0,0.582,425411.781,390.0,1.906,90892.304,0.073,15.0,"(1,5)"
0.137,188.0,0.919,248723.39,134.0,0.655,371522.406,399.0,1.95,87578.945,0.152,31.0,"(1,5)"
0.058,52.0,0.254,1045692.312,125.0,0.611,402304.0,337.0,1.647,113994.062,0.073,15.0,"(1,5)"
0.063,68.0,0.332,786470.562,138.0,0.674,359130.437,348.0,1.701,108620.687,0.078,16.0,"(1,5)"
0.063,26.0,0.127,2147384.5,116.0,0.567,437862.093,328.0,1.603,118658.539,0.078,16.0,"(1,5)"
0.078,36.0,0.176,1535333.375,110.0,0.538,464799.968,289.0,1.413,142228.375,0.093,19.0,"(1,5)"
0.063,29.0,0.142,1919448.375,124.0,0.606,406000.0,299.0,1.461,135598.656,0.078,16.0,"(1,5)"
0.053,27.0,0.132,2065777.75,120.0,0.587,421400.031,307.0,1.5,130605.859,0.068,14.0,"(1,5)"
0.058,42.0,0.205,1308000.0,114.0,0.557,446526.312,320.0,1.564,123025.007,0.073,15.0,"(1,5)"
0.058,34.0,0.166,1628941.125,183.0,0.894,257049.187,327.0,1.598,119192.664,0.073,15.0,"(1,5)"
0.058,37.0,0.181,1492324.25,131.0,0.64,381313.0,359.0,1.755,103576.601,0.073,15.0,"(1,5)"
0.058,53.0,0.259,1024905.687,123.0,0.601,409756.093,346.0,1.691,109572.257,0.073,15.0,"(1,5)"
0.058,21.0,0.103,2672000.0,131.0,0.64,381313.0,341.0,1.667,112000.0,0.073,15.0,"(1,5)"
0.049,41.0,0.2,1341268.25,136.0,0.665,365235.281,352.0,1.72,106750.0,0.064,13.0,"(1,5)"
0.058,49.0,0.239,1113142.875,128.0,0.626,391562.5,346.0,1.691,109572.257,0.073,15.0,"(1,5)"
0.063,25.0,0.122,2235520.0,114.0,0.557,446526.312,345.0,1.686,110052.187,0.078,16.0,"(1,5)"
0.063,51.0,0.249,1067294.125,139.0,0.679,356143.875,330.0,1.613,117599.992,0.078,16.0,"(1,5)"
0.058,55.0,0.269,985599.937,260.0,1.271,164338.453,343.0,1.676,111020.421,0.073,15.0,"(1,5)"
0.058,59.0,0.288,914983.062,138.0,0.674,359130.437,361.0,1.764,102692.523,0.073,15.0,"(1,5)"
0.058,58.0,0.283,931724.187,144.0,0.704,341833.343,360.0,1.76,103133.335,0.073,15.0,"(1,5)"
0.063,57.0,0.279,949052.625,146.0,0.714,336383.593,355.0,1.735,105374.64,0.078,16.0,"(1,5)"
0.068,56.0,0.274,967000.0,136.0,0.665,365235.281,321.0,1.569,122467.289,0.083,17.0,"(1,5)"
0.068,44.0,0.215,1246000.0,116.0,0.567,437862.093,363.0,1.774,101818.179,0.083,17.0,"(1,5)"
0.058,45.0,0.22,1217066.625,116.0,0.567,437862.093,344.0,1.681,110534.89,0.073,15.0,"(1,5)"
0.058,45.0,0.22,1217066.625,122.0,0.596,413573.75,353.0,1.725,106288.945,0.073,15.0,"(1,5)"
0.068,60.0,0.293,898800.062,124.0,0.606,406000.0,343.0,1.676,111020.421,0.083,17.0,"(1,5)"
0.053,41.0,0.2,1341268.25,132.0,0.645,378000.0,359.0,1.755,103576.601,0.068,14.0,"(1,5)"
0.063,62.0,0.303,868000.0,131.0,0.64,381313.0,373.0,1.823,97587.132,0.078,16.0,"(1,5)"
0.058,52.0,0.254,1045692.312,118.0,0.577,429491.531,373.0,1.823,97587.132,0.073,15.0,"(1,5)"
0.058,56.0,0.274,967000.0,128.0,0.626,391562.5,392.0,1.916,90142.867,0.073,15.0,"(1,5)"
0.063,33.0,0.161,1680000.0,243.0,1.188,179753.093,410.0,2.004,83726.828,0.078,16.0,"(1,5)"
0.063,58.0,0.283,931724.187,91.0,0.445,573538.437,375.0,1.833,96767.992,0.078,16.0,"(1,5)"
0.073,57.0,0.279,949052.625,136.0,0.665,365235.281,375.0,1.833,96767.992,0.088,18.0,"(1,5)"
0.063,54.0,0.264,1004888.875,121.0,0.591,417454.562,370.0,1.808,98832.437,0.078,16.0,"(1,5)"
0.058,57.0,0.279,949052.625,151.0,0.738,323390.718,374.0,1.828,97176.468,0.073,15.0,"(1,5)"
0.063,52.0,0.254,1045692.312,139.0,0.679,356143.875,372.0,1.818,98000.0,0.078,16.0,"(1,5)"
0.073,76.0,0.371,697789.5,139.0,0.679,356143.875,368.0,1.799,99673.921,0.088,18.0,"(1,5)"
0.058,48.0,0.235,1137500.0,144.0,0.704,341833.343,333.0,1.628,116036.031,0.073,15.0,"(1,5)"
0.058,59.0,0.288,914983.062,144.0,0.704,341833.343,416.0,2.033,81711.539,0.073,15.0,"(1,5)"
0.058,55.0,0.269,985599.937,141.0,0.689,350297.875,381.0,1.862,94362.203,0.073,15.0,"(1,5)"
0.063,57.0,0.279,949052.625,136.0,0.665,365235.281,380.0,1.857,94757.898,0.078,16.0,"(1,5)"
0.058,53.0,0.259,1024905.687,142.0,0.694,347436.625,380.0,1.857,94757.898,0.073,15.0,"(1,5)"
0.058,43.0,0.21,1276279.125,205.0,1.002,223453.656,395.0,1.931,89032.921,0.073,15.0,"(1,5)"
0.063,43.0,0.21,1276279.125,170.0,0.831,280988.25,377.0,1.843,95957.562,0.078,16.0,"(1,5)"
0.063,61.0,0.298,883147.5,136.0,0.665,365235.281,377.0,1.843,95957.562,0.078,16.0,"(1,5)"
0.063,58.0,0.283,931724.187,142.0,0.694,347436.625,379.0,1.852,95155.679,0.078,16.0,"(1,5)"
0.058,58.0,0.283,931724.187,140.0,0.684,353200.0,382.0,1.867,93968.585,0.073,15.0,"(1,5)"
0.058,60.0,0.293,898800.062,143.0,0.699,344615.406,381.0,1.862,94362.203,0.073,15.0,"(1,5)"
0.063,60.0,0.293,898800.062,148.0,0.723,331081.062,380.0,1.857,94757.898,0.078,16.0,"(1,5)"
0.073,50.0,0.244,1089760.0,136.0,0.665,365235.281,384.0,1.877,93187.5,0.088,18.0,"(1,5)"
0.063,59.0,0.288,914983.062,128.0,0.626,391562.5,374.0,1.828,97176.468,0.078,16.0,"(1,5)"
0.063,61.0,0.298,883147.5,144.0,0.704,341833.343,368.0,1.799,99673.921,0.078,16.0,"(1,5)"
0.063,61.0,0.298,883147.5,143.0,0.699,344615.406,374.0,1.828,97176.468,0.078,16.0,"(1,5)"
0.063,61.0,0.298,883147.5,144.0,0.704,341833.343,380.0,1.857,94757.898,0.078,16.0,"(1,5)"
0.058,62.0,0.303,868000.0,142.0,0.694,347436.625,384.0,1.877,93187.5,0.073,15.0,"(1,5)"
0.058,55.0,0.269,985599.937,141.0,0.689,350297.875,378.0,1.848,95555.554,0.073,15.0,"(1,5)"
0.058,69.0,0.337,774260.875,145.0,0.709,339089.656,380.0,1.857,94757.898,0.073,15.0,"(1,5)"
0.063,57.0,0.279,949052.625,139.0,0.679,356143.875,384.0,1.877,93187.5,0.078,16.0,"(1,5)"
0.068,71.0,0.347,750873.25,144.0,0.704,341833.343,379.0,1.852,95155.679,0.083,17.0,"(1,5)"
0.058,162.0,0.792,297629.625,173.0,0.846,275144.5,379.0,1.852,95155.679,0.073,15.0,"(1,5)"
0.058,57.0,0.279,949052.625,144.0,0.704,341833.343,378.0,1.848,95555.554,0.073,15.0,"(1,5)"
0.058,59.0,0.288,914983.062,141.0,0.689,350297.875,383.0,1.872,93577.031,0.073,15.0,"(1,5)"
0.063,59.0,0.288,914983.062,145.0,0.709,339089.656,379.0,1.852,95155.679,0.078,16.0,"(1,5)"
0.063,60.0,0.293,898800.062,141.0,0.689,350297.875,383.0,1.872,93577.031,0.078,16.0,"(1,5)"
0.058,60.0,0.293,898800.062,145.0,0.709,339089.656,387.0,1.891,92031.007,0.073,15.0,"(1,5)"
0.068,63.0,0.308,853333.312,176.0,0.86,269500.0,380.0,1.857,94757.898,0.083,17.0,"(1,5)"
0.058,48.0,0.235,1137500.0,173.0,0.846,275144.5,399.0,1.95,87578.945,0.073,15.0,"(1,5)"
0.063,54.0,0.264,1004888.875,141.0,0.689,350297.875,379.0,1.852,95155.679,0.078,16.0,"(1,5)"
0.058,59.0,0.288,914983.062,142.0,0.694,347436.625,381.0,1.862,94362.203,0.073,15.0,"(1,5)"
0.063,58.0,0.283,931724.187,145.0,0.709,339089.656,380.0,1.857,94757.898,0.078,16.0,"(1,5)"
0.063,59.0,0.288,914983.062,144.0,0.704,341833.343,384.0,1.877,93187.5,0.078,16.0,"(1,5)"
0.063,78.0,0.381,678461.562,144.0,0.704,341833.343,379.0,1.852,95155.679,0.078,16.0,"(1,5)"
0.063,74.0,0.362,718162.125,158.0,0.772,306582.281,327.0,1.598,119192.664,0.078,16.0,"(1,5)"
0.068,49.0,0.239,1113142.875,136.0,0.665,365235.281,399.0,1.95,87578.945,0.083,17.0,"(1,5)"
0.058,56.0,0.274,967000.0,146.0,0.714,336383.593,399.0,1.95,87578.945,0.073,15.0,"(1,5)"
0.058,58.0,0.283,931724.187,143.0,0.699,344615.406,388.0,1.896,91649.484,0.073,15.0,"(1,5)"
0.063,58.0,0.283,931724.187,148.0,0.723,331081.062,387.0,1.891,92031.007,0.078,16.0,"(1,5)"
0.063,59.0,0.288,914983.062,144.0,0.704,341833.343,413.0,2.019,82711.867,0.078,16.0,"(1,5)"
0.053,61.0,0.298,883147.5,160.0,0.782,302050.0,384.0,1.877,93187.5,0.068,14.0,"(1,5)"
0.063,53.0,0.259,1024905.687,145.0,0.709,339089.656,404.0,1.975,85801.976,0.078,16.0,"(1,5)"
0.063,40.0,0.196,1376200.0,145.0,0.709,339089.656,386.0,1.887,92414.507,0.078,16.0,"(1,5)"
0.058,63.0,0.308,853333.312,145.0,0.709,339089.656,385.0,1.882,92800.0,0.073,15.0,"(1,5)"
0.063,70.0,0.342,762400.0,151.0,0.738,323390.718,381.0,1.862,94362.203,0.078,16.0,"(1,5)"
0.058,56.0,0.274,967000.0,144.0,0.704,341833.343,383.0,1.872,93577.031,0.073,15.0,"(1,5)"
0.063,65.0,0.318,825353.812,148.0,0.723,331081.062,368.0,1.799,99673.921,0.078,16.0,"(1,5)"
0.063,58.0,0.283,931724.187,148.0,0.723,331081.062,389.0,1.901,91269.929,0.078,16.0,"(1,5)"
0.073,94.0,0.459,553446.812,145.0,0.709,339089.656,381.0,1.862,94362.203,0.088,18.0,"(1,5)"
0.063,61.0,0.298,883147.5,156.0,0.762,311230.781,304.0,1.486,132447.375,0.078,16.0,"(1,5)"
0.058,53.0,0.259,1024905.687,133.0,0.65,374736.843,388.0,1.896,91649.484,0.073,15.0,"(1,5)"
0.058,59.0,0.288,914983.062,148.0,0.723,331081.062,407.0,1.989,84756.757,0.073,15.0,"(1,5)"
0.058,61.0,0.298,883147.5,144.0,0.704,341833.343,388.0,1.896,91649.484,0.073,15.0,"(1,5)"
0.053,58.0,0.283,931724.187,148.0,0.723,331081.062,385.0,1.882,92800.0,0.068,14.0,"(1,5)"
0.058,61.0,0.298,883147.5,135.0,0.66,368355.531,494.0,2.414,59967.609,0.073,15.0,"(1,5)"
0.053,70.0,0.342,762400.0,218.0,1.065,206788.984,375.0,1.833,96767.992,0.068,14.0,"(1,5)"
0.063,39.0,0.191,1412923.125,154.0,0.753,316000.0,375.0,1.833,96767.992,0.078,16.0,"(1,5)"
0.058,63.0,0.308,853333.312,149.0,0.728,328483.218,388.0,1.896,91649.484,0.073,15.0,"(1,5)"
0.058,65.0,0.318,825353.812,150.0,0.733,325919.968,386.0,1.887,92414.507,0.073,15.0,"(1,5)"
0.058,59.0,0.288,914983.062,148.0,0.723,331081.062,379.0,1.852,95155.679,0.073,15.0,"(1,5)"
0.058,58.0,0.283,931724.187,150.0,0.733,325919.968,386.0,1.887,92414.507,0.073,15.0,"(1,5)"
0.068,57.0,0.279,949052.625,139.0,0.679,356143.875,390.0,1.906,90892.304,0.083,17.0,"(1,5)"
0.049,48.0,0.235,1137500.0,165.0,0.806,291200.0,384.0,1.877,93187.5,0.064,13.0,"(1,5)"
0.122,62.0,0.303,868000.0,142.0,0.694,347436.625,374.0,1.828,97176.468,0.137,28.0,"(1,5)"
0.063,70.0,0.342,762400.0,148.0,0.723,331081.062,393.0,1.921,89771.0,0.078,16.0,"(1,5)"
0.058,62.0,0.303,868000.0,149.0,0.728,328483.218,385.0,1.882,92800.0,0.073,15.0,"(1,5)"
0.053,59.0,0.288,914983.062,148.0,0.723,331081.062,388.0,1.896,91649.484,0.068,14.0,"(1,5)"
0.058,58.0,0.283,931724.187,149.0,0.728,328483.218,388.0,1.896,91649.484,0.073,15.0,"(1,5)"
0.058,65.0,0.318,825353.812,148.0,0.723,331081.062,388.0,1.896,91649.484,0.073,15.0,"(1,5)"
0.068,50.0,0.244,1089760.0,68.0,0.332,786470.562,378.0,1.848,95555.554,0.083,17.0,"(1,5)"
0.093,80.0,0.391,660100.0,52.0,0.254,1045692.312,362.0,1.769,102254.14,0.108,22.0,"(1,5)"
0.132,0.0,0.0,0.0,46.0,0.225,1189391.375,365.0,1.784,100953.429,0.147,30.0,"(1,5)"
0.264,8.0,0.039,7105000.0,45.0,0.22,1217066.625,381.0,1.862,94362.203,0.279,57.0,"(1,5)"
0.415,0.0,0.0,0.0,39.0,0.191,1412923.125,412.0,2.014,83048.546,0.43,88.0,"(1,5)"
0.523,8.0,0.039,7105000.0,54.0,0.264,1004888.875,385.0,1.882,92800.0,0.538,110.0,"(1,5)"
0.65,11.0,0.054,5152000.0,62.0,0.303,868000.0,378.0,1.848,95555.554,0.665,136.0,"(1,5)"
0.728,19.0,0.093,2959158.0,60.0,0.293,898800.062,381.0,1.862,94362.203,0.743,152.0,"(1,5)"
0.816,22.0,0.108,2548000.0,58.0,0.283,931724.187,412.0,2.014,83048.546,0.831,170.0,"(1,5)"
0.967,8.0,0.039,7105000.0,71.0,0.347,750873.25,378.0,1.848,95555.554,0.982,201.0,"(1,5)"
1.114,11.0,0.054,5152000.0,55.0,0.269,985599.937,361.0,1.764,102692.523,1.129,231.0,"(1,5)"
1.192,0.0,0.0,0.0,55.0,0.269,985599.937,356.0,1.74,104921.343,1.207,247.0,"(1,5)"
1.256,0.0,0.0,0.0,44.0,0.215,1246000.0,332.0,1.623,116554.218,1.271,260.0,"(1,5)"
1.344,24.0,0.117,2331000.0,88.0,0.43,595000.0,320.0,1.564,123025.007,1.359,278.0,"(1,5)"
1.446,1.0,0.005,0.0,87.0,0.425,602482.75,367.0,1.794,100098.101,1.461,299.0,"(1,5)"
1.476,2.0,0.01,0.0,62.0,0.303,868000.0,345.0,1.686,110052.187,1.491,305.0,"(1,5)"
1.485,1.0,0.005,0.0,62.0,0.303,868000.0,348.0,1.701,108620.687,1.5,307.0,"(1,5)"
1.505,0.0,0.0,0.0,98.0,0.479,528571.437,338.0,1.652,113491.132,1.52,311.0,"(1,5)"
1.534,0.0,0.0,0.0,92.0,0.45,566695.687,347.0,1.696,109095.101,1.549,317.0,"(1,5)"
1.608,0.0,0.0,0.0,106.0,0.518,484452.843,342.0,1.672,111508.773,1.623,332.0,"(1,5)"
1.681,28.0,0.137,1990000.0,4.0,0.02,14266000.0,349.0,1.706,108148.992,1.696,347.0,"(1,5)"
1.583,0.0,0.0,0.0,90.0,0.44,580533.312,344.0,1.681,110534.89,1.598,327.0,"(1,5)"
1.461,1.0,0.005,0.0,57.0,0.279,949052.625,337.0,1.647,113994.062,1.476,302.0,"(1,5)"
1.368,6.0,0.029,9492000.0,71.0,0.347,750873.25,345.0,1.686,110052.187,1.383,283.0,"(1,5)"
1.094,0.0,0.0,0.0,65.0,0.318,825353.812,364.0,1.779,101384.617,1.109,227.0,"(1,5)"
0.831,0.0,0.0,0.0,41.0,0.2,1341268.25,365.0,1.784,100953.429,0.846,173.0,"(1,5)"
0.699,46.0,0.225,1189391.375,106.0,0.518,484452.843,398.0,1.945,87939.687,0.714,146.0,"(1,5)"
0.581,0.0,0.0,0.0,21.0,0.103,2672000.0,385.0,1.882,92800.0,0.596,122.0,"(1,5)"
0.474,53.0,0.259,1024905.687,8.0,0.039,7105000.0,412.0,2.014,83048.546,0.489,100.0,"(1,5)"
0.396,0.0,0.0,0.0,25.0,0.122,2235520.0,382.0,1.867,93968.585,0.411,84.0,"(1,5)"
0.332,0.0,0.0,0.0,10.0,0.049,5672800.0,379.0,1.852,95155.679,0.347,71.0,"(1,5)"
0.303,0.0,0.0,0.0,18.0,0.088,3126666.75,364.0,1.779,101384.617,0.318,65.0,"(1,5)"
0.254,0.0,0.0,0.0,36.0,0.176,1535333.375,376.0,1.838,96361.695,0.269,55.0,"(1,5)"
0.181,0.0,0.0,0.0,43.0,0.21,1276279.125,387.0,1.891,92031.007,0.196,40.0,"(1,5)"
0.141,0.0,0.0,0.0,44.0,0.215,1246000.0,380.0,1.857,94757.898,0.156,32.0,"(1,5)"
0.112,0.0,0.0,0.0,55.0,0.269,985599.937,380.0,1.857,94757.898,0.127,26.0,"(1,5)"
0.112,0.0,0.0,0.0,67.0,0.327,799044.812,379.0,1.852,95155.679,0.127,26.0,"(1,5)"
0.112,0.0,0.0,0.0,80.0,0.391,660100.0,382.0,1.867,93968.585,0.127,26.0,"(1,5)"
0.102,0.0,0.0,0.0,74.0,0.362,718162.125,392.0,1.916,90142.867,0.117,24.0,"(1,5)"
0.063,6.0,0.029,9492000.0,62.0,0.303,868000.0,384.0,1.877,93187.5,0.078,16.0,"(1,5)"
0.097,30.0,0.147,1853600.125,43.0,0.21,1276279.125,367.0,1.794,100098.101,0.112,23.0,"(1,5)"
0.068,44.0,0.215,1246000.0,94.0,0.459,553446.812,395.0,1.931,89032.921,0.083,17.0,"(1,5)"
0.063,3.0,0.015,19040000.0,42.0,0.205,1308000.0,385.0,1.882,92800.0,0.078,16.0,"(1,5)"
0.058,2.0,0.01,0.0,51.0,0.249,1067294.125,399.0,1.95,87578.945,0.073,15.0,"(1,5)"
0.063,10.0,0.049,5672800.0,52.0,0.254,1045692.312,374.0,1.828,97176.468,0.078,16.0,"(1,5)"
0.058,7.0,0.034,8128000.0,55.0,0.269,985599.937,392.0,1.916,90142.867,0.073,15.0,"(1,5)"
0.058,0.0,0.0,0.0,57.0,0.279,949052.625,397.0,1.94,88302.257,0.073,15.0,"(1,5)"
0.068,6.0,0.029,9492000.0,63.0,0.308,853333.312,396.0,1.935,88666.671,0.083,17.0,"(1,5)"
0.063,8.0,0.039,7105000.0,64.0,0.313,839125.0,397.0,1.94,88302.257,0.078,16.0,"(1,5)"
0.058,7.0,0.034,8128000.0,71.0,0.347,750873.25,399.0,1.95,87578.945,0.073,15.0,"(1,5)"
0.063,8.0,0.039,7105000.0,66.0,0.323,812000.0,400.0,1.955,87219.992,0.078,16.0,"(1,5)"
0.063,10.0,0.049,5672800.0,67.0,0.327,799044.812,408.0,1.994,84411.757,0.078,16.0,"(1,5)"
0.058,0.0,0.0,0.0,60.0,0.293,898800.062,423.0,2.067,79432.632,0.073,15.0,"(1,5)"
0.063,10.0,0.049,5672800.0,68.0,0.332,786470.562,417.0,2.038,81381.304,0.078,16.0,"(1,5)"
0.063,8.0,0.039,7105000.0,71.0,0.347,750873.25,401.0,1.96,86862.843,0.078,16.0,"(1,5)"
0.063,15.0,0.073,3763200.25,70.0,0.342,762400.0,402.0,1.965,86507.453,0.078,16.0,"(1,5)"
0.063,8.0,0.039,7105000.0,70.0,0.342,762400.0,406.0,1.984,85103.445,0.078,16.0,"(1,5)"
0.058,10.0,0.049,5672800.0,72.0,0.352,739666.687,404.0,1.975,85801.976,0.073,15.0,"(1,5)"
0.058,11.0,0.054,5152000.0,75.0,0.367,707839.937,403.0,1.97,86153.843,0.073,15.0,"(1,5)"
0.058,15.0,0.073,3763200.25,73.0,0.357,728767.187,404.0,1.975,85801.976,0.073,15.0,"(1,5)"
0.063,0.0,0.0,0.0,54.0,0.264,1004888.875,382.0,1.867,93968.585,0.078,16.0,"(1,5)"
0.058,11.0,0.054,5152000.0,75.0,0.367,707839.937,399.0,1.95,87578.945,0.073,15.0,"(1,5)"
0.063,16.0,0.078,3524500.0,78.0,0.381,678461.562,403.0,1.97,86153.843,0.078,16.0,"(1,5)"
0.058,15.0,0.073,3763200.25,77.0,0.376,688000.0,404.0,1.975,85801.976,0.073,15.0,"(1,5)"
0.063,14.0,0.068,4036000.0,76.0,0.371,697789.5,403.0,1.97,86153.843,0.078,16.0,"(1,5)"
0.063,10.0,0.049,5672800.0,59.0,0.288,914983.062,407.0,1.989,84756.757,0.078,16.0,"(1,5)"
0.058,14.0,0.068,4036000.0,82.0,0.401,642634.125,397.0,1.94,88302.257,0.073,15.0,"(1,5)"
0.068,15.0,0.073,3763200.25,64.0,0.313,839125.0,412.0,2.014,83048.546,0.083,17.0,"(1,5)"
0.019,0.0,0.0,0.0,74.0,0.362,718162.125,420.0,2.053,80400.0,0.034,7.0,"(1,5)"
0.058,15.0,0.073,3763200.25,81.0,0.396,651259.25,407.0,1.989,84756.757,0.073,15.0,"(1,5)"
0.058,15.0,0.073,3763200.25,87.0,0.425,602482.75,407.0,1.989,84756.757,0.073,15.0,"(1,5)"
0.063,33.0,0.161,1680000.0,79.0,0.386,669164.562,404.0,1.975,85801.976,0.078,16.0,"(1,5)"
0.068,16.0,0.078,3524500.0,84.0,0.411,626000.0,409.0,1.999,84068.468,0.083,17.0,"(1,5)"
0.063,1.0,0.005,0.0,82.0,0.401,642634.125,411.0,2.009,83386.859,0.078,16.0,"(1,5)"
0.063,16.0,0.078,3524500.0,91.0,0.445,573538.437,407.0,1.989,84756.757,0.078,16.0,"(1,5)"
0.058,15.0,0.073,3763200.25,87.0,0.425,602482.75,410.0,2.004,83726.828,0.073,15.0,"(1,5)"
0.063,14.0,0.068,4036000.0,85.0,0.415,617976.5,414.0,2.023,82376.812,0.078,16.0,"(1,5)"
0.058,12.0,0.059,4718000.0,85.0,0.415,617976.5,415.0,2.028,82043.375,0.073,15.0,"(1,5)"
0.063,18.0,0.088,3126666.75,83.0,0.406,634216.875,405.0,1.979,85451.851,0.078,16.0,"(1,5)"
0.058,15.0,0.073,3763200.25,90.0,0.44,580533.312,386.0,1.887,92414.507,0.073,15.0,"(1,5)"
0.073,52.0,0.254,1045692.312,84.0,0.411,626000.0,403.0,1.97,86153.843,0.088,18.0,"(1,5)"
0.058,0.0,0.0,0.0,45.0,0.22,1217066.625,398.0,1.945,87939.687,0.073,15.0,"(1,5)"
0.063,17.0,0.083,3313882.25,85.0,0.415,617976.5,410.0,2.004,83726.828,0.078,16.0,"(1,5)"
0.058,22.0,0.108,2548000.0,84.0,0.411,626000.0,411.0,2.009,83386.859,0.073,15.0,"(1,5)"
0.063,6.0,0.029,9492000.0,84.0,0.411,626000.0,424.0,2.072,79113.21,0.078,16.0,"(1,5)"
0.063,22.0,0.108,2548000.0,56.0,0.274,967000.0,412.0,2.014,83048.546,0.078,16.0,"(1,5)"
0.058,15.0,0.073,3763200.25,92.0,0.45,566695.687,403.0,1.97,86153.843,0.073,15.0,"(1,5)"
0.063,10.0,0.049,5672800.0,70.0,0.342,762400.0,415.0,2.028,82043.375,0.078,16.0,"(1,5)"
0.058,4.0,0.02,14266000.0,104.0,0.508,494846.156,408.0,1.994,84411.757,0.073,15.0,"(1,5)"
0.058,17.0,0.083,3313882.25,88.0,0.43,595000.0,410.0,2.004,83726.828,0.073,15.0,"(1,5)"
0.058,25.0,0.122,2235520.0,88.0,0.43,595000.0,414.0,2.023,82376.812,0.073,15.0,"(1,5)"
0.058,19.0,0.093,2959158.0,88.0,0.43,595000.0,410.0,2.004,83726.828,0.073,15.0,"(1,5)"
0.063,17.0,0.083,3313882.25,80.0,0.391,660100.0,412.0,2.014,83048.546,0.078,16.0,"(1,5)"
0.049,17.0,0.083,3313882.25,92.0,0.45,566695.687,410.0,2.004,83726.828,0.064,13.0,"(1,5)"
0.053,10.0,0.049,5672800.0,76.0,0.371,697789.5,417.0,2.038,81381.304,0.068,14.0,"(1,5)"
0.053,7.0,0.034,8128000.0,149.0,0.728,328483.218,410.0,2.004,83726.828,0.068,14.0,"(1,5)"
0.063,19.0,0.093,2959158.0,92.0,0.45,566695.687,408.0,1.994,84411.757,0.078,16.0,"(1,5)"
0.063,20.0,0.098,2808400.0,90.0,0.44,580533.312,414.0,2.023,82376.812,0.078,16.0,"(1,5)"
0.063,22.0,0.108,2548000.0,91.0,0.445,573538.437,410.0,2.004,83726.828,0.078,16.0,"(1,5)"
0.063,20.0,0.098,2808400.0,91.0,0.445,573538.437,414.0,2.023,82376.812,0.078,16.0,"(1,5)"
0.063,24.0,0.117,2331000.0,94.0,0.459,553446.812,410.0,2.004,83726.828,0.078,16.0,"(1,5)"
0.068,0.0,0.0,0.0,80.0,0.391,660100.0,427.0,2.087,78163.937,0.083,17.0,"(1,5)"
0.063,14.0,0.068,4036000.0,92.0,0.45,566695.687,414.0,2.023,82376.812,0.078,16.0,"(1,5)"
0.058,28.0,0.137,1990000.0,101.0,0.494,511207.906,412.0,2.014,83048.546,0.073,15.0,"(1,5)"
0.063,17.0,0.083,3313882.25,94.0,0.459,553446.812,411.0,2.009,83386.859,0.078,16.0,"(1,5)"
0.063,19.0,0.093,2959158.0,92.0,0.45,566695.687,418.0,2.043,81052.632,0.078,16.0,"(1,5)"
0.058,16.0,0.078,3524500.0,99.0,0.484,522666.687,414.0,2.023,82376.812,0.073,15.0,"(1,5)"
0.024,18.0,0.088,3126666.75,98.0,0.479,528571.437,414.0,2.023,82376.812,0.039,8.0,"(1,5)"
0.073,19.0,0.093,2959158.0,90.0,0.44,580533.312,401.0,1.96,86862.843,0.088,18.0,"(1,5)"
0.063,25.0,0.122,2235520.0,60.0,0.293,898800.062,414.0,2.023,82376.812,0.078,16.0,"(1,5)"
0.058,24.0,0.117,2331000.0,99.0,0.484,522666.687,414.0,2.023,82376.812,0.073,15.0,"(1,5)"
0.058,19.0,0.093,2959158.0,98.0,0.479,528571.437,413.0,2.019,82711.867,0.073,15.0,"(1,5)"
0.058,24.0,0.117,2331000.0,96.0,0.469,540750.0,411.0,2.009,83386.859,0.073,15.0,"(1,5)"
0.058,18.0,0.088,3126666.75,93.0,0.455,560000.0,411.0,2.009,83386.859,0.073,15.0,"(1,5)"
0.058,18.0,0.088,3126666.75,94.0,0.459,553446.812,417.0,2.038,81381.304,0.073,15.0,"(1,5)"
0.049,18.0,0.088,3126666.75,90.0,0.44,580533.312,414.0,2.023,82376.812,0.064,13.0,"(1,5)"
0.063,18.0,0.088,3126666.75,84.0,0.411,626000.0,416.0,2.033,81711.539,0.078,16.0,"(1,5)"
0.063,12.0,0.059,4718000.0,80.0,0.391,660100.0,420.0,2.053,80400.0,0.078,16.0,"(1,5)"
0.068,0.0,0.0,0.0,94.0,0.459,553446.812,427.0,2.087,78163.937,0.083,17.0,"(1,5)"
0.063,23.0,0.112,2434782.75,96.0,0.469,540750.0,417.0,2.038,81381.304,0.078,16.0,"(1,5)"
0.058,37.0,0.181,1492324.25,101.0,0.494,511207.906,416.0,2.033,81711.539,0.073,15.0,"(1,5)"
